ID_LOG,TIMESTAMP_DECISAO,COMANDO_BOMBA,FONTE_DECISAO,CONDICAO_METEO_DESC,UMIDADE_AR_API,TEMPERATURA_API,ID_TEMPO_API
260,2024-06-30 10:53:02.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.57,10.99,353
261,2024-06-30 11:45:36.000,DESLIGAR_BOMBA,Sintetico,Nublado,82.63,12.2,502
262,2024-06-30 12:38:09.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.44,9.35,549
263,2024-06-30 13:30:43.200,LIGAR_BOMBA,Sintetico,Nublado,71.46,14.7,377
264,2024-06-30 14:23:16.800,LIGAR_BOMBA,Sintetico,Nublado,71.15,14.18,412
265,2024-06-30 15:15:50.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.29,14.26,711
266,2024-06-30 16:08:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,74.88,11.46,425
267,2024-06-30 17:00:57.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.93,15.22,635
268,2024-06-30 17:53:31.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.89,14.81,201
269,2024-06-30 18:46:04.800,DESLIGAR_BOMBA,Sintetico,Nublado,82.23,10.9,388
270,2024-06-30 19:38:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.72,11.49,302
271,2024-06-30 20:31:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,77.1,16.6,611
272,2024-06-30 21:23:45.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.66,11.55,330
273,2024-06-30 22:16:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,77.42,16.07,508
274,2024-06-30 23:08:52.800,DESLIGAR_BOMBA,Sintetico,Nublado,80.68,12.23,730
275,2024-07-01 00:01:26.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.47,11.4,583
276,2024-07-01 00:54:00.000,DESLIGAR_BOMBA,Sintetico,Nublado,79.59,14.31,445
277,2024-07-01 01:46:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,71.36,16.67,466
278,2024-07-01 02:39:07.200,DESLIGAR_BOMBA,Sintetico,Nublado,84.43,14.29,527
279,2024-07-01 03:31:40.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.52,15.98,791
280,2024-07-01 04:24:14.400,DESLIGAR_BOMBA,Sintetico,Nublado,79.81,10.61,550
281,2024-07-01 05:16:48.000,DESLIGAR_BOMBA,Sintetico,Nublado,83.14,12.18,575
282,2024-07-01 06:09:21.600,DESLIGAR_BOMBA,Sintetico,Nublado,81.6,15.23,468
283,2024-07-01 07:01:55.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.9,16.11,469
284,2024-07-01 07:54:28.800,LIGAR_BOMBA,Sintetico,Nublado,76.22,12.33,602
285,2024-07-01 08:47:02.400,DESLIGAR_BOMBA,Sintetico,Nublado,78.89,10.1,684
286,2024-07-01 09:39:36.000,DESLIGAR_BOMBA,Sintetico,Nublado,76.84,11.97,584
287,2024-07-01 10:32:09.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,88.71,8.66,644
288,2024-07-01 11:24:43.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.58,11.79,774
289,2024-07-01 12:17:16.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,88.93,12.19,523
290,2024-07-01 13:09:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,71.49,16.69,456
291,2024-07-01 14:02:24.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.35,12.5,732
292,2024-07-01 14:54:57.600,LIGAR_BOMBA,Sintetico,Céu Limpo,70.91,15.05,725
293,2024-07-01 15:47:31.200,DESLIGAR_BOMBA,Sintetico,Nublado,80.44,10.61,561
294,2024-07-01 16:40:04.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.9,14.64,484
295,2024-07-01 17:32:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.53,11.94,576
296,2024-07-01 18:25:12.000,DESLIGAR_BOMBA,Sintetico,Nublado,80.97,9.54,496
297,2024-07-01 19:17:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,76.92,14.05,583
298,2024-07-01 20:10:19.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,88.19,11.46,773
299,2024-07-01 21:02:52.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.25,15.49,558
300,2024-07-01 21:55:26.400,DESLIGAR_BOMBA,Sintetico,Nublado,78.62,11.54,654
301,2024-07-01 22:48:00.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.96,14.22,591
302,2024-07-01 23:40:33.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.14,14.1,372
303,2024-07-02 00:33:07.200,DESLIGAR_BOMBA,Sintetico,Nublado,82.92,13.87,523
304,2024-07-02 01:25:40.800,LIGAR_BOMBA,Sintetico,Nublado,73.29,12.57,506
305,2024-07-02 02:18:14.400,LIGAR_BOMBA,Sintetico,Nublado,71.42,12.98,265
306,2024-07-02 03:10:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,72.33,16.91,431
307,2024-07-02 04:03:21.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.3,13.17,380
308,2024-07-02 04:55:55.200,DESLIGAR_BOMBA,Sintetico,Nublado,84.85,11.45,341
309,2024-07-02 05:48:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,73.3,11.54,577
310,2024-07-02 06:41:02.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.64,12.33,458
311,2024-07-02 07:33:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,74.26,17.14,662
312,2024-07-02 08:26:09.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.12,12.64,791
313,2024-07-02 09:18:43.200,DESLIGAR_BOMBA,Sintetico,Nublado,72.27,10.89,666
314,2024-07-02 10:11:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,78.4,12.66,266
315,2024-07-02 11:03:50.400,DESLIGAR_BOMBA,Sintetico,Nublado,75.13,10.19,780
316,2024-07-02 11:56:24.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.68,12.09,536
317,2024-07-02 12:48:57.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.48,16.37,704
318,2024-07-02 13:41:31.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.4,13.52,722
319,2024-07-02 14:34:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,77.53,12.37,652
320,2024-07-02 15:26:38.400,DESLIGAR_BOMBA,Sintetico,Nublado,81.98,14.26,360
321,2024-07-02 16:19:12.000,DESLIGAR_BOMBA,Sintetico,Nublado,72.14,10.22,803
322,2024-07-02 17:11:45.600,DESLIGAR_BOMBA,Sintetico,Nublado,78.42,11.04,600
323,2024-07-02 18:04:19.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,89.47,11.74,583
324,2024-07-02 18:56:52.800,DESLIGAR_BOMBA,Sintetico,Nublado,70.55,10.98,465
325,2024-07-02 19:49:26.400,DESLIGAR_BOMBA,Sintetico,Nublado,74.1,10.57,682
326,2024-07-02 20:42:00.000,DESLIGAR_BOMBA,Sintetico,Nublado,82.57,9.81,281
327,2024-07-02 21:34:33.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.17,17.19,205
328,2024-07-02 22:27:07.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,86.87,15.12,361
329,2024-07-02 23:19:40.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.2,15.63,590
330,2024-07-03 00:12:14.400,DESLIGAR_BOMBA,Sintetico,Nublado,80.59,11.67,749
331,2024-07-03 01:04:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.93,15.71,223
332,2024-07-03 01:57:21.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.26,15.93,795
333,2024-07-03 02:49:55.200,DESLIGAR_BOMBA,Sintetico,Nublado,71.39,10.2,458
334,2024-07-03 03:42:28.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.35,16.84,452
335,2024-07-03 04:35:02.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.35,12.08,432
336,2024-07-03 05:27:36.000,DESLIGAR_BOMBA,Sintetico,Nublado,79.54,12.04,456
337,2024-07-03 06:20:09.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.05,16.7,444
338,2024-07-03 07:12:43.200,DESLIGAR_BOMBA,Sintetico,Nublado,79.76,11.02,296
339,2024-07-03 08:05:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,72.78,17.23,261
340,2024-07-03 08:57:50.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.93,15.23,358
341,2024-07-03 09:50:24.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,88.73,15.62,324
342,2024-07-03 10:42:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,83.58,10.75,334
343,2024-07-03 11:35:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,73.15,12.28,762
344,2024-07-03 12:28:04.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.16,13.51,229
345,2024-07-03 13:20:38.400,DESLIGAR_BOMBA,Sintetico,Nublado,80.3,10.39,460
346,2024-07-03 14:13:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,74.91,12.97,459
347,2024-07-03 15:05:45.600,DESLIGAR_BOMBA,Sintetico,Nublado,83.59,11.16,378
348,2024-07-03 15:58:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,76.94,12.25,326
349,2024-07-03 16:50:52.800,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.25,9.6,692
350,2024-07-03 17:43:26.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.6,13.96,696
351,2024-07-03 18:36:00.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,88.95,10.33,219
352,2024-07-03 19:28:33.600,DESLIGAR_BOMBA,Sintetico,Nublado,80.14,11.59,507
353,2024-07-03 20:21:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,71.39,16.96,604
354,2024-07-03 21:13:40.800,DESLIGAR_BOMBA,Sintetico,Nublado,80.59,13.69,673
355,2024-07-03 22:06:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.9,12.63,271
356,2024-07-03 22:58:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.49,14.65,751
357,2024-07-03 23:51:21.600,DESLIGAR_BOMBA,Sintetico,Nublado,84.71,12.04,511
358,2024-07-04 00:43:55.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.78,13.25,376
359,2024-07-04 01:36:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,84.49,13.74,731
360,2024-07-04 02:29:02.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,84.38,15.71,607
361,2024-07-04 03:21:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,77.59,16.4,556
362,2024-07-04 04:14:09.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.62,14.16,358
363,2024-07-04 05:06:43.200,LIGAR_BOMBA,Sintetico,Nublado,75.19,12.29,287
364,2024-07-04 05:59:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,77.25,17.33,536
365,2024-07-04 06:51:50.400,LIGAR_BOMBA,Sintetico,Nublado,77.68,13.5,406
366,2024-07-04 07:44:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,75.57,11.78,275
367,2024-07-04 08:36:57.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.13,12.41,213
368,2024-07-04 09:29:31.200,DESLIGAR_BOMBA,Sintetico,Nublado,77.3,10.23,389
369,2024-07-04 10:22:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,69.45,15.07,223
370,2024-07-04 11:14:38.400,LIGAR_BOMBA,Sintetico,Céu Limpo,76.29,13.39,684
371,2024-07-04 12:07:12.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.7,11.45,537
372,2024-07-04 12:59:45.600,LIGAR_BOMBA,Sintetico,Céu Limpo,77.14,13.94,778
373,2024-07-04 13:52:19.200,LIGAR_BOMBA,Sintetico,Céu Limpo,73.45,15.27,423
374,2024-07-04 14:44:52.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.23,16.73,497
375,2024-07-04 15:37:26.400,LIGAR_BOMBA,Sintetico,Nublado,77.69,13.3,656
376,2024-07-04 16:30:00.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.71,13.68,405
377,2024-07-04 17:22:33.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,88.64,12.52,208
378,2024-07-04 18:15:07.200,DESLIGAR_BOMBA,Sintetico,Nublado,79.13,12.08,782
379,2024-07-04 19:07:40.800,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.99,11.2,747
380,2024-07-04 20:00:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.21,16.39,325
381,2024-07-04 20:52:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.02,11.54,500
382,2024-07-04 21:45:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,72.79,12.95,376
383,2024-07-04 22:37:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,74.88,16.43,727
384,2024-07-04 23:30:28.800,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.79,10.61,798
385,2024-07-05 00:23:02.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.64,12.81,537
386,2024-07-05 01:15:36.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.31,12.21,449
387,2024-07-05 02:08:09.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.03,16.55,328
388,2024-07-05 03:00:43.200,DESLIGAR_BOMBA,Sintetico,Nublado,80.64,10.95,305
389,2024-07-05 03:53:16.800,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.2,10.17,283
390,2024-07-05 04:45:50.400,LIGAR_BOMBA,Sintetico,Nublado,71.27,12.99,373
391,2024-07-05 05:38:24.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.9,17.33,625
392,2024-07-05 06:30:57.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.96,9.94,541
393,2024-07-05 07:23:31.200,DESLIGAR_BOMBA,Sintetico,Nublado,84.25,10.22,560
394,2024-07-05 08:16:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,74.62,13.76,254
395,2024-07-05 09:08:38.400,LIGAR_BOMBA,Sintetico,Nublado,73.82,13.2,244
396,2024-07-05 10:01:12.000,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.93,13.24,688
397,2024-07-05 10:53:45.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,88.46,9.89,780
398,2024-07-05 11:46:19.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,88.38,11.79,552
399,2024-07-05 12:38:52.800,DESLIGAR_BOMBA,Sintetico,Nublado,84.17,11.2,369
400,2024-07-05 13:31:26.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.57,11.43,523
401,2024-07-05 14:24:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,70.45,12.42,745
402,2024-07-05 15:16:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,76.47,12.09,802
403,2024-07-05 16:09:07.200,DESLIGAR_BOMBA,Sintetico,Nublado,79.09,9.53,517
404,2024-07-05 17:01:40.800,DESLIGAR_BOMBA,Sintetico,Nublado,76.66,11.13,471
405,2024-07-05 17:54:14.400,LIGAR_BOMBA,Sintetico,Céu Limpo,70.83,13.82,461
406,2024-07-05 18:46:48.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.74,14.01,581
407,2024-07-05 19:39:21.600,DESLIGAR_BOMBA,Sintetico,Nublado,83.76,12.03,698
408,2024-07-05 20:31:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,69.6,13.24,354
409,2024-07-05 21:24:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,79.45,9.97,320
410,2024-07-05 22:17:02.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,69.8,11.51,760
411,2024-07-05 23:09:36.000,DESLIGAR_BOMBA,Sintetico,Nublado,84.74,15.38,448
412,2024-07-06 00:02:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,74.14,16.42,501
413,2024-07-06 00:54:43.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,72.03,11.77,305
414,2024-07-06 01:47:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,76.07,15.09,737
415,2024-07-06 02:39:50.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.62,12.73,761
416,2024-07-06 03:32:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,77.8,9.76,722
417,2024-07-06 04:24:57.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.44,13.51,390
418,2024-07-06 05:17:31.200,LIGAR_BOMBA,Sintetico,Nublado,71.24,13.69,474
419,2024-07-06 06:10:04.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.13,17.24,323
420,2024-07-06 07:02:38.400,DESLIGAR_BOMBA,Sintetico,Nublado,84.51,12.57,207
421,2024-07-06 07:55:12.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.32,11.81,556
422,2024-07-06 08:47:45.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.06,17.34,418
423,2024-07-06 09:40:19.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.07,13.32,425
424,2024-07-06 10:32:52.800,LIGAR_BOMBA,Sintetico,Nublado,71.05,15.18,619
425,2024-07-06 11:25:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,75.41,13.66,348
426,2024-07-06 12:18:00.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.54,12.78,670
427,2024-07-06 13:10:33.600,LIGAR_BOMBA,Sintetico,Nublado,77.33,14.53,406
428,2024-07-06 14:03:07.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,89.09,11.72,434
429,2024-07-06 14:55:40.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.58,13.08,471
430,2024-07-06 15:48:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.51,12.86,680
431,2024-07-06 16:40:48.000,DESLIGAR_BOMBA,Sintetico,Nublado,80.34,9.5,678
432,2024-07-06 17:33:21.600,LIGAR_BOMBA,Sintetico,Céu Limpo,76.9,14.64,362
433,2024-07-06 18:25:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,70.36,14.58,306
434,2024-07-06 19:18:28.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,79.55,16.37,352
435,2024-07-06 20:11:02.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,81.95,14.4,710
436,2024-07-06 21:03:36.000,LIGAR_BOMBA,Sintetico,Nublado,75.4,13.83,281
437,2024-07-06 21:56:09.600,LIGAR_BOMBA,Sintetico,Céu Limpo,77.99,15.38,696
438,2024-07-06 22:48:43.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.72,14.09,798
439,2024-07-06 23:41:16.800,DESLIGAR_BOMBA,Sintetico,Nublado,72.5,10.5,414
440,2024-07-07 00:33:50.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.82,15.36,381
441,2024-07-07 01:26:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,83.93,13.64,452
442,2024-07-07 02:18:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,77.14,10.77,207
443,2024-07-07 03:11:31.200,LIGAR_BOMBA,Sintetico,Céu Limpo,70.52,16.47,670
444,2024-07-07 04:04:04.800,DESLIGAR_BOMBA,Sintetico,Nublado,84.92,13.21,349
445,2024-07-07 04:56:38.400,DESLIGAR_BOMBA,Sintetico,Nublado,83.92,13.03,311
446,2024-07-07 05:49:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,71.46,14.02,237
447,2024-07-07 06:41:45.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.99,12.54,253
448,2024-07-07 07:34:19.200,DESLIGAR_BOMBA,Sintetico,Nublado,80.08,10.03,313
449,2024-07-07 08:26:52.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,73.01,11.93,569
450,2024-07-07 09:19:26.400,DESLIGAR_BOMBA,Sintetico,Nublado,74.21,9.51,340
451,2024-07-07 10:12:00.000,LIGAR_BOMBA,Sintetico,Nublado,74.76,14.18,444
452,2024-07-07 11:04:33.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.11,15.08,716
453,2024-07-07 11:57:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,69.99,12.12,751
454,2024-07-07 12:49:40.800,LIGAR_BOMBA,Sintetico,Céu Limpo,69.57,17.19,475
455,2024-07-07 13:42:14.400,DESLIGAR_BOMBA,Sintetico,Nublado,72.23,11.38,418
456,2024-07-07 14:34:48.000,DESLIGAR_BOMBA,Sintetico,Nublado,73.37,11.43,646
457,2024-07-07 15:27:21.600,LIGAR_BOMBA,Sintetico,Nublado,70.04,13.81,680
458,2024-07-07 16:19:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,69.57,16.67,366
459,2024-07-07 17:12:28.800,DESLIGAR_BOMBA,Sintetico,Nublado,80.45,13.11,717
460,2024-07-07 18:05:02.400,DESLIGAR_BOMBA,Sintetico,Nublado,80.59,13.91,573
461,2024-07-07 18:57:36.000,DESLIGAR_BOMBA,Sintetico,Nublado,82.11,11.32,792
462,2024-07-07 19:50:09.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.04,12.08,300
463,2024-07-07 20:42:43.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,86.34,15.16,698
464,2024-07-07 21:35:16.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.26,17.42,243
465,2024-07-07 22:27:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,69.65,16.11,614
466,2024-07-07 23:20:24.000,DESLIGAR_BOMBA,Sintetico,Nublado,70.8,11.82,532
467,2024-07-08 00:12:57.600,DESLIGAR_BOMBA,Sintetico,Nublado,78.45,13.35,246
468,2024-07-08 01:05:31.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.0,12.29,442
469,2024-07-08 01:58:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,71.69,17.07,672
470,2024-07-08 02:50:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.74,15.89,252
471,2024-07-08 03:43:12.000,LIGAR_BOMBA,Sintetico,Nublado,75.47,15.25,545
472,2024-07-08 04:35:45.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.67,11.6,400
473,2024-07-08 05:28:19.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.1,16.76,683
474,2024-07-08 06:20:52.800,DESLIGAR_BOMBA,Sintetico,Nublado,70.54,11.34,784
475,2024-07-08 07:13:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,69.31,13.43,529
476,2024-07-08 08:06:00.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.09,12.96,324
477,2024-07-08 08:58:33.600,LIGAR_BOMBA,Sintetico,Céu Limpo,70.09,13.91,304
478,2024-07-08 09:51:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,77.42,16.42,338
479,2024-07-08 10:43:40.800,DESLIGAR_BOMBA,Sintetico,Nublado,77.86,10.78,512
480,2024-07-08 11:36:14.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,86.26,9.37,323
481,2024-07-08 12:28:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,72.63,14.06,696
482,2024-07-08 13:21:21.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.25,12.72,222
483,2024-07-08 14:13:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,73.07,16.08,464
484,2024-07-08 15:06:28.800,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.15,11.12,390
485,2024-07-08 15:59:02.400,DESLIGAR_BOMBA,Sintetico,Nublado,82.41,10.87,243
486,2024-07-08 16:51:36.000,LIGAR_BOMBA,Sintetico,Céu Limpo,72.78,15.12,617
487,2024-07-08 17:44:09.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.84,13.62,281
488,2024-07-08 18:36:43.200,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.41,13.53,660
489,2024-07-08 19:29:16.800,LIGAR_BOMBA,Sintetico,Céu Limpo,69.0,14.8,398
490,2024-07-08 20:21:50.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.44,13.18,538
491,2024-07-08 21:14:24.000,LIGAR_BOMBA,Sintetico,Nublado,70.35,13.56,644
492,2024-07-08 22:06:57.600,DESLIGAR_BOMBA,Sintetico,Chuvoso,85.26,8.6,425
493,2024-07-08 22:59:31.200,DESLIGAR_BOMBA,Sintetico,Chuvoso,87.7,9.97,675
494,2024-07-08 23:52:04.800,LIGAR_BOMBA,Sintetico,Céu Limpo,76.9,15.26,524
495,2024-07-09 00:44:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,86.62,14.98,204
496,2024-07-09 01:37:12.000,LIGAR_BOMBA,Sintetico,Céu Limpo,69.39,12.14,538
497,2024-07-09 02:29:45.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.32,15.16,722
498,2024-07-09 03:22:19.200,DESLIGAR_BOMBA,Sintetico,Nublado,82.75,11.24,308
499,2024-07-09 04:14:52.800,LIGAR_BOMBA,Sintetico,Céu Limpo,73.39,16.75,471
500,2024-07-09 05:07:26.400,LIGAR_BOMBA,Sintetico,Céu Limpo,77.16,13.51,749
501,2024-07-09 06:00:00.000,LIGAR_BOMBA,Sintetico,Céu Limpo,77.63,14.71,371
502,2024-07-09 06:52:33.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.6,14.92,730
503,2024-07-09 07:45:07.200,LIGAR_BOMBA,Sintetico,Céu Limpo,75.17,13.39,692
504,2024-07-09 08:37:40.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,83.86,12.29,273
505,2024-07-09 09:30:14.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,82.91,16.76,435
506,2024-07-09 10:22:48.000,LIGAR_BOMBA,Sintetico,Céu Limpo,69.2,13.44,681
507,2024-07-09 11:15:21.600,DESLIGAR_BOMBA,Sintetico,Nublado,71.01,11.32,468
508,2024-07-09 12:07:55.200,LIGAR_BOMBA,Sintetico,Céu Limpo,74.08,15.55,530
509,2024-07-09 13:00:28.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,78.82,17.32,592
510,2024-07-09 13:53:02.400,DESLIGAR_BOMBA,Sintetico,Chuvoso,88.32,13.59,690
511,2024-07-09 14:45:36.000,DESLIGAR_BOMBA,Sintetico,Céu Limpo,87.68,15.24,769
512,2024-07-09 15:38:09.600,LIGAR_BOMBA,Sintetico,Nublado,75.65,14.13,586
513,2024-07-09 16:30:43.200,DESLIGAR_BOMBA,Sintetico,Nublado,79.46,14.03,527
514,2024-07-09 17:23:16.800,LIGAR_BOMBA,Sintetico,Nublado,74.32,15.44,492
515,2024-07-09 18:15:50.400,LIGAR_BOMBA,Sintetico,Céu Limpo,69.32,12.21,739
516,2024-07-09 19:08:24.000,LIGAR_BOMBA,Sintetico,Céu Limpo,69.61,14.02,622
517,2024-07-09 20:00:57.600,DESLIGAR_BOMBA,Sintetico,Céu Limpo,80.79,15.18,566
518,2024-07-09 20:53:31.200,DESLIGAR_BOMBA,Sintetico,Nublado,76.02,10.77,421
519,2024-07-09 21:46:04.800,DESLIGAR_BOMBA,Sintetico,Céu Limpo,74.45,11.81,435
520,2024-07-09 22:38:38.400,DESLIGAR_BOMBA,Sintetico,Céu Limpo,85.91,13.61,201
